id,content,nick,score,startTime
1124713837,挺好的！表现了一个女人的坚强！和一个男人的努力,ぃ眼角¹丝泪.吥恠υ侑嗳࿐,10,1614267660000
1124717393,很不错，因为是男神演的，快结尾比较精彩！,Atom,9,1614267600000
1124687464,非常值得一看的电影，剧情和演技都很棒，笑点也很多，和12岁的儿子一起看的，他也觉得很棒，也是一部很有深意的电影，很少写观后影评，但这部电影是发自内心的喜欢，也不是冲着谁谁谁去的，但看后觉得48元的票价值了，所以还没看的，不要犹豫了，人潮汹涌～太棒了👏,米拉👗陈艳,10,1614267600000
1124715114,"非常不错有深涵义
",巴黎雪未融,10,1614267600000
1124717375,还可以吧嗯嗯,u1Tt7,7,1614267540000
1124687444,支持华仔！！,Jgq278637173,8,1614267540000
1124712230,用心看，就好看，打算刷第二遍,..........？？,10,1614267540000
1124714145,好看，非常满意,jHk266209540,10,1614267480000
1124717355,刘德华太帅了,qft832541582,10,1614267480000
1124715079,剧情非常搞笑，哈哈哈哈，演技特别棒,生活你真的嘚儿,10,1614267360000
1124705863,超级好看！强力推荐！！正如人生一样，跌宕起伏！结局也精彩绝伦！,冰岛&,10,1614267300000
1124712144,演员演技很好，就是剧情有点儿让人出戏。没有达到预期……,O,2,1614267180000
1124692111,剧情演技很好,aLC613108474,10,1614267180000
1124714063,"刘德华与肖央的搭配绝了
从头笑到尾啦
结尾有3个彩蛋奥
超级超级好看",Sweet🍬🍬🍬,10,1614267180000
1124715025,还是可以的，演员的演技也在线，虽然后面有点一般，总体来讲还是值得看,取名需要没办法,8,1614267180000
1124714047,回忆杀，黑色幽默,Roar旭,9,1614267120000
1124714043,剧情还算不错，可以去看看！,DMA92083498,8,1614267120000
1124715015,真的是被排片耽误的一部片子，很好看，笑点也很多，剧情紧凑，立意也很好，是个很好的片子！,武x桑,10,1614267120000
1124713637,人 潮汹涌👍,lQj210543193,9,1614267120000
1124715011,我觉得挺好看的。剧情很感动。,xmt549757436,10,1614267120000
1124671807,很棒！值得！,黄昰,10,1614267060000
1124684280,刘德华刘德华 完美！,可乐超乐,10,1614267000000
1124706989,同期上映绝对最佳  以前在电影院看国产片都觉得不值  这部绝对值得 不光冲华仔的魅力 更冲一个演员的修养 没有噱头没有炒作 希望票房大卖,L_冰冰a🍋,10,1614267000000
1124713571,"华仔太帅了！！！！
人潮汹涌，只为遇见你。",Kelly,10,1614267000000
1124713558,最不搞笑的电影名字，却是最让我笑的屁股痛的电影，有内涵......2021春节档看了三部，李焕英9.9分，人潮汹涌9.9分，唐探三我给8.9...,纽北之王,10,1614266940000
1124687412,还不错的喜剧片,Rsl825630140,7,1614266940000
1124712028,人潮汹涌，感谢遇到你，刘德华演技在线，教肖央演戏的桥段很搞笑，全场笑点也很多,星辰之闪烁,10,1614266820000
1124707918,out图谋好好干，？。,jfg217921459,10,1614266760000
1124709957,这次是我过近年来看过为数不多的让我笑的不尴尬的喜剧片，好看,NNP529053568,10,1614266580000
1124705971,电影很是不错,琳琳琳儿吖,10,1614266580000
1124681357,肖央和华仔演技真棒！好多镜头让我回忆起以前华仔的片子，致敬华仔！人潮汹涌，感谢有你！,捉妖师,10,1614266520000
1124713368,好电影，排片量太少，可能被其他热度影响了挺多,玖筱筱,10,1614266520000
1124707853,没有什么出彩的都放弃。只是感叹都市那种寂寞，情感空虚，有些许期待，酒醒后的些许动容是那么难得。,信,8,1614266520000
1124709884,笑点很多，电影票很值。,蝌蚪老婆,10,1614266400000
1124709870,没得说，好片！,Lucky，120,10,1614266400000
1124709868,刘德华的表演依旧那么有力 那么好,Xylon,10,1614266400000
1124713318,演技精湛，很搞笑！,云豆丿,10,1614266400000
1124709864,翻拍韩国一部电影，略做了改动,Kjp268534427,7,1614266400000
1124713269,这又不是港戏，我真不明白为什么要配粵语，我是广东人，但配了粤语老觉得这戏就没了那味道，刘德华也可以讲国语，整个戏感觉就不一样了，现在配上粤语，图面和声音都不搭了，影响了整个戏的效果，都没有了那种真实感，是特意配上粤语让我们广东人看的吗？但这戏是面向全国的呀！可惜，可惜！至于演技都还可以，刘德华也没让我失望。,好小可,6,1614266340000
1124671754,非常好看的电影，剧情演技都超棒,zbX202264751,10,1614266340000
1124705916,没有让我失望，人潮汹涌，感谢遇见！,_qq57n1423217544,10,1614266340000
1124684236,你想要什麼樣的人生就要付出什麼樣的努力，投機取巧只能讓你眼下過上短暫的富裕。,大脸同学吖,8,1614266340000
1124709819,还可以吧，行吧,葵漪,8,1614266280000
1124707785,超级好看！！！全程都在笑,·,10,1614266220000
1124706781,挺不错的，刘德华真的帅,送啥都慢半拍,10,1614266220000
1124684228,不错👍精彩,sujingguo,10,1614266220000
1124709799,很好看，也很好笑。演员们的演技都很厉害。,yayaandjiajia,10,1614266220000
1124705869,刘德华和肖央，黄小蕾的表演不错，但剧情没韩国版的搞笑和温馨。估计好多都是冲主演去看的(除了没看过日，韩版本的),缘起缘灭,8,1614266160000
1124713207,好看，值得一看,刘征 🚹 ⚽ 🏁,10,1614266100000
1124713190,搞笑严肃好看,二十三,10,1614266100000
1124706713,值得10分，很好看。,嗨罗z,10,1614266100000
1124706626,这么好看都没人看吗。比那两部好看多了,：,10,1614266100000
1124713165,好看，贺岁档最值得,BauhiniaMuseum,10,1614266040000
1124706705,今晚刚看完，很好笑的一部电影。作为贺岁片我觉得完全足够，笑点密集，演员演技在线，最重要的是，华哥真的太帅了！肖央的小人物角色也很真实，他的贪婪他的猥琐他的懦弱都栩栩如生，可是他也有他的善良和义气。万茜最打动我的一点就是最后结尾她担心周全的安危那种彷徨无助和纠结，最后决定去救周全的那一幕，是我觉得整部电影里她最好的演技爆发点。,清宵飞羽毛，,10,1614266040000
1124705789,华哥演技，绝了！直到最后才发现，没想到这是一部喜剧，开头太劲爆，没有哭，但是很感动。看完这两天还在听刘若英唱的片尾曲回味，给了10分满分。,留给最爱的说话_.,10,1614265980000
1124709658,非常好看，值得去看，很不错的电影。很棒的电影，演员很用心，大家快去看。,浩,10,1614265920000
1124707676,虽然给了十分。三个主角都演的还不错 就是剧情感觉有些混乱 不连贯 感觉剪辑了 有些事情没有过度  ,🤍,10,1614265920000
1124706668,刘德华yyds,雅宝yable,10,1614265920000
1124706665,还行吧，就是华仔的角色太弱了吧,JKinG116,8,1614265920000
1124709654,太精彩了，好看,LvQ164792736,10,1614265920000
1124709638,人潮汹涌 性感遇到你,夏宇🧏🏻,10,1614265860000
1124713079,剧情开始有点迁强，后面还是可以的，励志,cGT900166418,9,1614265860000
1124705736,奶茶的歌很好听的 肖央演技在线,撸狗大魔王,8,1614265800000
1124684195,演的很好，让人揪心！,Mgi174828434,10,1614265740000
1124706619,开头和结尾不错 中间有点没意思 整体挺好的,tiffolic0801,8,1614265740000
1123510054,很值得看 比李焕英好看十倍,yhZ919899127,10,1614265740000
1124706598,不错，挺好看的,不喝奶茶！,9,1614265680000
1124706592,电影🎬不错👍,xmxqy1,9,1614265680000
1124684191,非常好看，真实，欢笑，高品质，值得观影！,精灵宝贝,10,1614265680000
1124706583,精彩表现！！,董董董建国,10,1614265620000
1124705694,冲着华仔给个四星，叙事有点零乱，故事类型也挺复杂，不知道该分入喜剧还是剧情，没有想象中好，但是比唐探3和侍神令要强一点。,浮舟xixi,8,1614265560000
1124709521,剧情感觉有一点点老套 内容还可以。,林锋锋锋狂i,8,1614265560000
1124681291,好看，值得推荐,uFq137698924,9,1614265500000
1124687287,男神一如既往精彩👍👍👍支持！,广顺交通设施·Qíng,10,1614265500000
1124671692,只能说一个字：好！绝对春节档第一,.,10,1614265500000
1124705673,华哥的电影看一部少一部了,大涌禅心悦瑜伽馆,10,1614265500000
1124703190,反正我喜欢，刘德华这么大年纪了演技还那么好,传奇林林,10,1614265500000
1124708897,"其他的不说
有华仔在
就是满分😂.. 
我爱华仔
啦啦啦
帅了
这么老了还这么帅。
这么多年一直很敬业
👍一个",彩... 燕窝...,10,1614265380000
1124708894,剧情不咋地，主要是看Andy而已,ʚ Cheer up ɞ,8,1614265380000
1124707508,挺好看的  谢谢😜 ,GD88,10,1614265320000
1124706466,还可以看着！,Tog986207139,9,1614265260000
1124709367,非常好看的很,JQL809836780,9,1614265260000
1124671665,充满演技和回忆杀的好片。感谢华仔，一直努力的偶像。,程韵至,10,1614265260000
1124708783,很有意义的一部,刘大波的猜想,10,1614265200000
1124709317,影帝就是影帝，非常精彩，又搞笑又感动,PqM922970334,9,1614265200000
1124707437,还行吧！没有很好也没有很差,careyhuo,5,1614265200000
1124708743,只能说一般，冲刘德华去的！刚开始好看，后面就不好看了！最后还说有彩蛋的，根本就没的！,jbs786,5,1614265200000
1124708730,非常好看！值得一看！,oRB758312290,10,1614265140000
1124684142,不怎么好看！,Cye214465577,5,1614265140000
1124705519,实力派演出！,疯狂锅包肉,9,1614265140000
1124705511,每个人都可能会遇到过低谷，只要坚持信念，永不放弃，也许我们依然会拥有怒放的生命！,gev882020725,10,1614265080000
1124708689,真的是超级好看，被埋没了的潜力优质电影！！！,乐而学教育刘校长,10,1614265080000
1124705498,可以。,qOB383812284,10,1614265080000
1124687235,很好看的电影 希望多排片 多多鼓励导演拍出更好的电影 演员也很努力 希望好人有好报,BOB包包。,10,1614265080000
1124705494,剧情有点老套！！！其他都没问题。分是给华仔的！,AWB99593513,10,1614265080000
1124708639,还不错哦  ,靓妹选手,10,1614264960000
1124706370,开头虽然有点翻拍，整体还是不错的，结尾有点突然,张鹏1228,10,1614264960000
1124705441,认为这是春节档最好看的一部电影了，全程无尿点，从头笑到尾，又励志，有刘德华，肖央，万茜出演，真是一部被资本耽误的好片，黑马一匹,nice1979,10,1614264900000
1124707320,没有槽点，剧情不说了这个演技真的是跪了，流量明星永远比不了,朱の朱1314,10,1614264900000
1124706322,万茜 德华 男神女神感情戏对彪 ,赵勇全 丰合盛京商业地产,10,1614264780000
1124709134,片子不错，很值得看,亚芳,10,1614264780000
1124708536,好看，不错，,qixinzhanger,10,1614264780000
1124705396,春节档最温暖的电影！最好的电影！,漆义,10,1614264780000
1124706305,"人潮汹涌，感谢遇见你！华仔！
值得一看",许欢,10,1614264780000
1124705385,好看，刘德华爱了爱了,👸L,10,1614264720000
1124687198,中规中矩不错吧,dOl396048174,9,1614264720000
1124707260,好看，刘德华好帅,神奇啊,10,1614264660000
1124706273,还不错可以吧,小赵的外卖生活,9,1614264660000
1124706268,支持刘天王！戏里＂黑老大＂出彩！,熏衣草花海,9,1614264660000
1124707251,好喜欢肖央！,目空一切,10,1614264660000
1124707249,很好看，竟然很好笑，忍不住哈哈大笑，喜欢三位主角,倪晓蓓🎵🎠🚢,9,1614264660000
1124706248,"挺好的，剧情不错
",YlZ681539687,9,1614264600000
1124671612,确实很生活。,MDw921889930,9,1614264540000
1124705309,华仔演技又好，又帅，有剧情,uEp258925532,10,1614264540000
1124671609,这真是今年贺岁片里最棒的一部！秒杀唐3和你好，,振翔779,10,1614264540000
1124705295,挺好。,ldy630456557,9,1614264480000
1124684094,今年看的最好看的电影,YAOYAO23784470,10,1614264480000
1124705286,很好看！值得看,@钥洛@,10,1614264480000
1124705261,剧情，结尾，刘德华的声音简直就是一坨屎,HAf944293639,1,1614264420000
1124706177,这辈子人潮汹涌 感谢遇见你,露露,10,1614264420000
1124704847,"还不错吧、
",p潘哥哥c,9,1614264300000
1124705220,这辈子，人潮汹涌，感谢遇见,是浩子啊。,10,1614264300000
1124671496,没有万茜就更好了~,NoM832608014,10,1614264300000
1124708259,非常好看的一部电影，最后还是完美的结局。,逸轩辕,9,1614264300000
1124707084,刘德华就没有演过什么牛逼的电影,大叔,9,1614264300000
1124708233,最好看的一部电影,Amyloveone,10,1614264240000
1124708225,翻牌韩国影片，希望值太高，有些许落差,༽,8,1614264240000
1124705181,好看啊哈哈！，戏中戏太棒了 唯一不习惯的就是刘天王不是真正的杀手，跟以往的电影角色反差好大  但是戏中演戏教学真的有新意，太接地气了！还有导演肯定是个架子鼓控嘻嘻😁,司机lee,10,1614264180000
1124681171,好看，建议大家看看,AWW918114970,10,1614264180000
1124707062,华仔太帅了，哈哈,Mr_协先森,8,1614264180000
1124708190,剧情还行，电影转场挺好的，搞笑部分也有，演技挺好的,术青争,9,1614264180000
1124707041,说实话，春节档最好看的电影,hak927953829,9,1614264120000
1124671571,电影是春节档最好看的了 华仔的演技超级高又搞笑,跑几条街买油条^,10,1614264120000
1124567678,看过韩国版的幸运钥匙，相比之下，国版逻辑上出现一些问题，而且情节展开不充分，娱乐性略弱，节奏上也不太舒服。,子桓无楚音er,7,1614264120000
1124707012,男朋友说特别好！我也觉得还行！主要是喜欢刘德华，越老越帅越有味道～,bNd400586760,10,1614264060000
1124664863,很好看 一定会被大众看到 真的很精彩,叶子没烦恼·,10,1614264000000
1124684056,人性的弱点，无论何时都不会消失。但至恶至善，善良不会泯灭。,喵喵爱闹闹～,9,1614263940000
1124706006,"懂得自律有上进心的人在什么情况下都能把自己活的很好甚至精彩
懒惰没有进取心的人给他多少财富多好的条件都能让他糟蹋的一无是处
这个片子值得推荐[强]
刘德华真是什么年纪都那么有魅力[爱心]",txr750091086,10,1614263940000
1124681157,说实话朋友想看我才买了票跟她一起去的，但是看了半个小时我就想走了,mOA271207205,5,1614263940000
1124664857,一个好的结尾,xwj1113,8,1614263940000
1124705084,这个片子，从内涵、演技和剧情讲，应该排今年春节第一,Lin,10,1614263940000
1124708049,感觉不咋的，很多电影电视剧类似，都是互换了身份，失忆没啥新鲜感，老一套,少年歌声眠旧苍,2,1614263880000
1124702914,作为喜剧，值得一看。,自由飞翔,10,1614263880000
1124704610,看过幸运钥匙，觉得这个确实有点消费华哥了，剧情太一般…,卢玲,8,1614263820000
1124700947,我给10分，九分半给刘德华,dlm,10,1614263820000
1124687126,"人潮汹涌丶
刚好遇见你丶",pour_elise,10,1614263820000
1124704539,真的很好看，超喜剧,Wqi780994371,9,1614263700000
1124702873,前面真的很不错，又好笑又沉重，万茜真的好看，后面洗白开始就崩，几乎所有角色都崩，真的很可惜，本来是那么好的片。,冯世波,8,1614263700000
1124684032,好看出乎我的意料,YFW521402952,10,1614263640000
1124567663,大佬华仔就是演的棒👍,曼姐,10,1614263640000
1124684030,"成功的人，哪怕一无所有，也可以重头再来
决定成败的从来不是条件",骨头,8,1614263640000
1124704485,好看，大家演技都很好，人潮汹涌 难得遇上好的人,ㅤ,10,1614263580000
1124703897,真好看，挺不错的,NwO579060721,10,1614263580000
1124704475,华仔的电影没得说，反正支持。好看,东华雪月,10,1614263580000
1124704473,刘德华实在是太帅了！！！,nCY713540609,10,1614263580000
1124702821,非常好看，非常好看，支持华仔。十分十分。,qUP107772248,10,1614263520000
1124664822,"画面剧情都很好，很有内涵的一步。
",白茶清欢,10,1614263520000
1124704457,值得一看的电影,众成科学陈老师15968466928,10,1614263520000
1124681119,看完很高兴，结局很圆满,渐勿,10,1614263520000
1124703872,抄袭韩国一个电影，杀手和另外一个主角在浴室互换了身份,uaZ873482851,5,1614263520000
1124703868,太好看了 全场最佳 满分💯,ZZH831538630,10,1614263520000
1124702806,搞笑，感性，好看,MIRAKO庄涛,10,1614263520000
1124700395,"为偶像华哥写一次认真的观后感！
第一次为了给偶像打call而买的电影票，华哥的电影基本都有看，包括拆弹专家2等，一直很精彩！人潮汹涌看的我是满满的惊喜，有笑，有泪，有爱，剧情你压根想不到好吗，但这样的小“意外”实在是太温暖了好吗！！一开始真的以为儿子李由是被绑架了的，后面温暖又搞笑的剧情出现，超舒服！赞赞赞！！另外这个杀手一点都不冷好吗，最后“我又欺骗了你”，我觉得是电影的精华：因为这样，所以这一次，不会再差一点点，晖总也没有过失杀人，华哥的笑，爱了爱了，原以为是悲剧的，意想不到的结局是带着大爱的温暖喜剧，可以想象到：华哥和李想幸福的在一起、陈小萌改过自新成为人生的主角、晖总成为一个大爱企业家",Mlzms15,10,1614263520000
1124681114,强烈推荐，好看，而且笑点超多，值得大家进影院一睹为快！,清平乐,10,1614263520000
1124671519,很好看，比李焕英好看多了！都不知道李焕英怎么火起来的！,青色,10,1614263520000
1124702794,全靠刘德华还有其他演员的演技撑起来，剧情后面烂得很！,陈语馨 广东嘉和德装饰,8,1614263460000
1124687095,这绝对算得上春节档前两名的电影，不看后悔。里面有很多经典的电影情节。总之有悬念，又反转，太棒了。这样的电影应该多出一些。,梓涵宝宝,0,1614263460000
1124700794,剧情不错，也很搞笑,A👑滴滴👑,10,1614263460000
1124703787,老戏骨，演技派,王磊℡₁₇₆₄₈₁₁₂₈₈₈,10,1614263400000
1124704327,好是好，就是开始了不关灯，,格力空调小吴,9,1614263400000
1124702729,喜欢刘德华，我以后像刘德华这么帅就好了！,涤罪之焰丶W,10,1614263400000
1124699821,感觉像极了那个穷人和富人交换人生的故事！挺有感触。,Hsh770834504,10,1614263340000
1124703718,前半部分虽略微平淡，但是不影响整体的高质量。有所思，有情怀，票有所值。,NQg394018335,10,1614263340000
1124703688,很过还是很不错的,KAX154245741,10,1614263340000
1124704281,很有意思有温度,kvA681095458,10,1614263280000
1124703686,好，非常的好,chenyong19870522,10,1614263280000
1124681082,值得一看，，,Yuan,10,1614263280000
1124699806,演技在线，有华爷就值得去电影院看,PAM443578179,10,1614263280000
1124704234,还行挺好看的,AIV408402177,10,1614263220000
1124704219,剧情合理现实感强，画面穿插连接细致入微。刘德华演技超一流，赞叹！,爱尚理发师,8,1614263160000
1124704218,刘德华，好看，一个真正的演员！,zdq660238,10,1614263160000
1124664780,华仔真的好帅！,fenglinyinshang,8,1614263160000
1124703616,有意思 特别有意思 不错 ,qqqqq111222,10,1614263100000
1124567652,非常好看，春节档最好看的电影。刘德华及其他主演演技在线，故事情节完整，笑点也有泪点也有，故事主题也非常好！,太后840,9,1614263100000
1124702634,很不错的一部影片，摄人心魄,右手的幸福1156,10,1614263040000
1124703595,今年看过最好看的,甜辣酱肉丸,9,1614263040000
1124704125,好看，剧情表达出现实的残酷与真实，也表达了就算你在最低谷时候，不要放弃希望，生活的不如意与你的对待方式相对应，成功不是简简单单就能做到，其背后付出的努力是一般人难以想象。最后的结尾虽然看起来有点不是很高级，但是也是一个happyending，让人看起来挺轻松的,陌丶宇,10,1614262980000
1124664758,非常好看，是春节档最好看的电影,童稚鹿灿,10,1614262980000
1124699714,电影演的非常不错，真的很棒，华哥和万茜的演技在线，艺术表现很好。,娃哈哈zheng,10,1614262980000
1124704106,剧情荒诞、德华演技爆裂！,Egu122916127,5,1614262920000
1124702594,还行。    ,清香白莲素还假0,7,1614262920000
1124671466,确实值得这个评分,gjackieguan,10,1614262920000
1124700604,怎么说呢～看这部电影我开小差了好几次～演员演技都在线的，只是剧情没能让我留下太深刻的印象。,恰到好处LL,7,1614262920000
1124703521,超级好看！远超唐3和李焕英！十分！！！,iBn807767679,9,1614262860000
1124703505,演技好，很好看,马天天,10,1614262860000
1124704002,好看的不得了，比什么李焕英好看多了，这么好的片子拍片这么少。,Hey,10,1614262740000
1124700566,好看华哥还是那么帅表演的好,沈勤,0,1614262680000
1124701986,一步正正经经的爆米花电影，我和我女朋友好久不见之后看的这部电影，大部分心思都在我女朋友身上了！,xx蓝巨人,9,1614262680000
1124700557,好看，刘德华真是太帅了,曦月,10,1614262680000
1124703370,好看，比你好，李焕英有过之而无不及,暮雪958,10,1614262620000
1124703347,春节档最好的电影,焊个水箱玩玩°,10,1614262560000
1124700498,非常不错，值得推荐,霖林白鹤,10,1614262560000
1124699547,刘德华 肖央 万茜 演技爆棚,王小妹、🍒,10,1614262560000
1124700489,画质很清晰，剧情好看,ㄟ浅听，萍,10,1614262560000
1124700442,还行吧 三颗星都给华哥,uCH290374306,6,1614262500000
1124664707,"这辈子 人潮汹涌 很遗憾没有遇见你
",学生林素,10,1614262440000
1124696536,值得一看的影片，致敬刘德华！好的电影口碑在这，肯定不会湮灭。,ksR929295700,10,1614262440000
1124702405,完美，好看，,Myu797448812,10,1614262440000
1124703235,没有让我失望，华子还是可以的，从业30多年兢兢业业大家一定要多支持啊！！！矮love油！！！,w2823u,10,1614262440000
1124702397,天王真的老了,小天在七月,9,1614262440000
1124703231,个人体会，比其他几部好看，推荐,业嬛gogogo,10,1614262380000
1124702392,今天去影院看了第二遍，好电影值得,hbj4578948,10,1614262380000
1124699490,很好看很真实,ERW842898305,9,1614262380000
1124703215,刚看完，很好看，推荐大家去看！,景轩,10,1614262380000
1124703206,今年最具意义，也是最好看的电影！,立华奏,10,1614262380000
1124703198,非常好看，笑点很多,tMQ852051203,10,1614262380000
1124703193,意料之外的好看,拉拉恢复,8,1614262320000
1124701730,挺好看的，很搞笑。,佛中仙,9,1614262260000
1124702350,这部盗版片真的一点心情都没有。韩版《幸运钥匙》,关键先生,1,1614262260000
1124703147,好看 剧情精彩,美的一刻,10,1614262260000
1124702337,过年期间排片量少，时间没对上没来得急看，今天有被惊艳到。认真的搞笑与搞笑的认真交互，相信生活的人，希望就一直都在，给贺岁档最佳👍,施小天,10,1614262260000
1124701714,很不错的，好看啊,元将,10,1614262260000
1124702321,特別的好看 ,吳菲菲Adeline,10,1614262200000
1124699410,好看好看，笑惨了,zyZ114414090,10,1614262200000
1124703112,当之无愧的春节档No.1！,Lva846111281,10,1614262200000
1124701660,挺好看的，又开心又感触颇深,PMs670494036,10,1614262140000
1124702265,挺好看的还不错,C99安然,10,1614262080000
1124703021,特别好看有搞笑有爱情有感动,pKJ96530179,10,1614261960000
1124702237,非常不错的电影、输在了被拍片上、真的太可惜了、还有时间希望多给排排片吧、加油支持刘德华、给我们人生很不错的上了一课,H海滨,10,1614261960000
1124702235,喜欢看华仔谈恋爱,Zhg506990985,10,1614261960000
1124701541,非常非常的不错,噷,10,1614261900000
1124567621,"这辈子 人潮汹涌，感谢遇见你
真失忆不可怕，演失忆才可怕",big  head6.3,10,1614261840000
1124664659,一般 没有想象中好看,晴天娃娃9913,7,1614261840000
1124664652,虽然係翻拍韩国的题材，知道剧情，不过还係几多笑点噶。,alone,8,1614261780000
1124702124,片子好，剧情好，精彩好看,非典型女人,10,1614261660000
1124699232,人生无论多么低谷，只要认真去活就能逆袭重生,GUB709184210,10,1614261660000
1124701384,还可以，推荐一下，挺搞笑的,苏州•锅锅,10,1614261660000
1124697856,剧情很好看，为刘德华点赞👍,Leslie,10,1614261660000
1124655851,日常十分挺好的,爱你赵志忠,10,1614261660000
1124700115,画质没问题，华哥加持，美得冒泡。,做个俗人,10,1614261660000
1124697844,超级好看 刘德华好帅啊！,三年妈妈,9,1614261660000
1124697831,春节档最值得看的一部电影，一匹黑马，可惜票房不高。,挨了锤的牛,10,1614261660000
1124699188,华仔真是越老越有男人味,百亿少女的梦想,10,1614261600000
1124664628,这辈子 人潮汹涌 感谢遇见……,davylovekawayi,10,1614261540000
1124699143,还可以好看的,qOs431489910,7,1614261540000
1124701190,"人潮汹涌，感恩遇见！很治愈很有启示的电影
",Yao 酒盏,10,1614261480000
1124697764,好看很喜欢😊,GqY318826799,9,1614261480000
1124702018,冲着华仔10分，剧情我不管是不是翻拍的，我没看过就可以，就是反派不够坏,谁不是微笑女王,10,1614261480000
1124700049,新年第一值得看的电影,ZXz518621099,10,1614261480000
1124702009,可能这部期待值过高了，有些失望，刘德华还是很帅，剧情emmm中间甚至犯困了，新年这几部电影都很一般,596ym,6,1614261480000
1124695987,很好看的电影，心心念念想看的，就是电影院排片太少了，没有合适的时间，才一直拖到现在才看。,宋群芳,10,1614261480000
1124699123,人人都曾想攀上高枝成凤凰，可变得一无所有一片空白有谁想过。若有一次机遇交换身份，是果断拒绝还是演绎好戏？其实再完美的人也有自己的烦恼，再不堪的人也有自己的成就。换个身份来次互补的体验再爽不过。当缺失的部分被填满，我们还会满足于现状吗？还会继续演下去吗？人生不能如戏，人生的逆袭不可能靠捡到钥匙牌的运气那么简单，要通过不懈的努力来获得。影片动作精彩，诠释演员真谛。但次要人物关系模糊，拉仇恨的原因铺垫太清淡。有些摸不着头脑。,清越.,8,1614261420000
